Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Room_Temperature_C,Humidity_%,Fertilizer_Amount_ml,Soil_Moisture_%,Health_Score,Sunlight_Exposure_6h full sun,Sunlight_Exposure_Filtered sunlight through curtain,Sunlight_Exposure_Indirect light all day,Sunlight_Exposure_Low light corner,Fertilizer_Type_Compost,Fertilizer_Type_Liquid feed,Fertilizer_Type_Organic,Pest_Presence_Fungus gnats,Pest_Presence_Spider mites,Pest_Presence_Whiteflies,Pest_Severity_Low,Pest_Severity_Moderate,Soil_Type_Clay,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty
0.1375327044408622,0.3829545060655966,-0.18395186017589252,-0.22144750680089043,0.3285721140637492,0.8000555533847626,-0.39759048610412595,-1.6912650636056699,1.2497660145922187,-0.7313649055990439,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
-1.6308202545012274,-1.1832434738535516,1.5734134836404008,-0.13334709831730754,1.469012890919937,-0.7876740548634967,-0.06400857226328623,1.391763532826947,0.6280212178218134,-0.7313649055990439,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
1.2160391465162792,-1.7314127668252532,-0.18395186017589252,0.12294499908947909,0.8987925024918431,-0.43124495913429506,-1.5651271845470656,-0.6051981716805435,-1.119772488654992,0.6797391475567583,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2.4545820283835327,1.0877435970292133,-1.2383710664656686,-1.655081426670103,-0.8118686627924385,0.5408343928544355,1.6525483593760362,-1.4460241525258026,-1.0506897334582803,1.3852911741346594,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
0.10771224982126534,-0.08690488791014783,0.8704673461138835,0.7236296023866352,-1.3820890512205324,-0.6256608295320416,0.7699462123388137,0.6910752154558978,1.4915556577807096,1.3852911741346594,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
-0.16762994783301163,-1.3398632718454664,-1.2383710664656686,0.3472005843204174,1.469012890919937,0.054794716860070175,-0.5921799358446157,-0.6752670034176483,-1.5964434995123027,-0.7313649055990439,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
-0.394265402941947,-0.16521478690610522,1.5734134836404008,-1.4948988657908615,0.8987925024918431,-0.26923173380284,-0.6130288054596685,-1.4460241525258026,-0.11116426278300133,-1.436916932176945,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0.7031273270592148,0.6961941020494262,0.16752120858736616,0.8117300108702181,-0.8118686627924385,0.1520026520589423,-0.16130329713353111,-1.0606455779717254,-0.6223766512386679,-1.436916932176945,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
0.49040808410609094,0.9311237990372985,0.8704673461138835,0.6595565780349386,1.469012890919937,-2.278195727912884,0.4572131681130262,0.3407310567703731,0.5934798402234576,-1.436916932176945,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False
0.9228046760902445,-0.6350741808818496,0.16752120858736616,1.0600129802330427,0.3285721140637492,-1.7597534068522271,-1.2106964010911736,0.20059339329616324,1.1944998104348494,1.3852911741346594,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
-0.6984340400618344,-1.4181731708414238,-0.5354249289391512,-0.5978765248671083,0.3285721140637492,0.6056396829870172,-1.064754313785806,-0.6752670034176483,-0.46348631428623105,0.6797391475567583,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
0.26377262899715526,-1.3398632718454664,-0.5354249289391512,1.1961681569803981,0.8987925024918431,1.0268740688488007,1.2703190831000737,1.0414193741414224,-0.23551322213708242,-0.7313649055990439,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-0.6129487368189904,0.1480248090777244,0.16752120858736616,-0.2534840189767388,-0.8118686627924385,-0.8524793449960786,-0.8284671248152111,-0.4650605082063336,1.6849873723315025,-0.025812879021142748,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
-1.125860556276055,1.3226732940170856,-0.5354249289391512,1.4124146141673743,0.3285721140637492,-0.2044264436702582,-0.39759048610412595,0.20059339329616324,1.001068095884057,0.6797391475567583,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
-0.11494714467172386,0.46126440506155403,0.8704673461138835,-0.5498217566033358,0.8987925024918431,0.3140158773903974,1.3120168223301782,-0.18478518125791388,1.3948398005053133,-0.025812879021142748,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
-0.9916685104878695,-1.261553372849509,1.2219404148771422,1.3163050776398293,0.3285721140637492,0.7028476181858905,0.5892560090083591,-0.7803702510233058,-0.19406356901905555,0.6797391475567583,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1.0927812674219464,1.3226732940170856,-1.5898441352289272,0.026835462561934104,0.3285721140637492,-1.9541692772499737,-0.5296333269994583,0.9713505424043175,-0.8987076720255147,-1.436916932176945,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
-0.9310335860946894,-0.7916939788737645,-0.5354249289391512,-0.5418126285593737,1.469012890919937,-0.8524793449960786,0.658752241058534,1.00638495827287,-0.28387115077478053,1.3852911741346594,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0.2876289926928329,1.1660534960251707,-0.5354249289391512,-0.9182416466255916,1.469012890919937,-0.30163437886913147,-1.6485226630072758,0.16555897742761078,0.7661867282152368,-0.025812879021142748,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
-0.6735836612121705,-0.40014448389397744,-1.2383710664656686,-1.1024515916367195,0.3285721140637492,0.7028476181858905,0.8394424443889886,-0.04464751778370402,-1.327020754245127,0.6797391475567583,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0.20114967429600208,-1.653102867829296,0.16752120858736616,-1.5109171218787856,-0.2416482743643447,2.452590451765605,-0.02231083303318113,-0.6752670034176483,-0.7743587126714336,1.3852911741346594,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
-0.595056464047232,-1.1832434738535516,-0.8868979977024098,0.4272918647600382,1.469012890919937,-0.2044264436702582,1.1104777493846714,-0.35995726060067623,-1.5480855708746044,-0.025812879021142748,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
-1.3236695719193803,-0.9483137768656793,0.5189942773506249,1.1881590289364359,-0.8118686627924385,-1.3385190209904438,1.5969513737358965,-1.2708520731830404,-0.21478839557806886,-0.7313649055990439,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0.40691081117121997,0.7745040010453836,-0.18395186017589252,-0.16538361049315586,0.8987925024918431,0.41122381258927065,1.499656648865651,-1.165748825577383,1.1530501573168224,0.6797391475567583,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
-0.3077860845451166,1.1660534960251707,-0.5354249289391512,-0.1974201226690042,0.8987925024918431,1.3184978744454194,1.4440596632255112,-0.18478518125791388,-1.6240766015909875,-0.7313649055990439,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0.2100958106818811,0.3046446070696392,-0.18395186017589252,-0.08529233005353504,-0.8118686627924385,0.11960000699265198,0.06108464542702905,0.7611440471930027,0.6280212178218134,-1.436916932176945,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
-0.5006250244185089,-0.24352468590206264,0.8704673461138835,0.39525535258418987,-0.8118686627924385,-0.8524793449960786,-0.467086718154301,-0.7803702510233058,1.5122804843397233,-0.7313649055990439,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False
-1.394244647852426,-0.8700038778697219,-0.8868979977024098,-0.75805908574635,-0.8118686627924385,0.9620687787162178,-0.09875668828837371,-0.1497507653893614,-0.8917993965058435,-0.7313649055990439,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
1.002325888409169,1.5576029910049578,0.5189942773506249,-0.9983329270652124,-0.8118686627924385,0.670444973119599,0.6796011106735863,-0.5000949240748861,0.6901956974988543,0.6797391475567583,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
0.6583966451298193,0.6178842030534688,0.16752120858736616,-0.9022233905376674,-1.3820890512205324,-0.9820899252612433,1.353714561560284,1.0414193741414224,1.6642625457724889,-1.436916932176945,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False
-0.6377991156686543,0.3046446070696392,-1.5898441352289272,0.05086284669382035,0.8987925024918431,0.37882116752298034,-1.0022077049406486,-0.7453358351547533,1.6159046171347908,-0.7313649055990439,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
-0.004611462579215793,0.6961941020494262,0.5189942773506249,0.6275200658590903,-1.3820890512205324,0.9944714237825092,1.4718581560455817,1.7421076915124716,-0.8987076720255147,1.3852911741346594,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0.9615712670957204,-1.0266236758616367,0.5189942773506249,1.2602411813320946,0.3285721140637492,1.1564846491139642,1.1174273725896886,-1.4810585683943551,-1.361562131843483,-0.025812879021142748,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
-0.5284574487301327,-1.5747929688333386,-1.5898441352289272,-1.0463876953289848,0.3285721140637492,-0.042413218338803106,1.6803468521961065,0.4458343043760305,-1.195763519371375,-0.7313649055990439,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
-0.37438509986221585,1.7142227889968724,1.2219404148771422,0.2430819197489103,0.8987925024918431,-0.33403702393542295,1.3398153151502488,0.060455729821953366,0.717828799577539,-1.436916932176945,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
0.16834717421444578,0.3046446070696392,0.16752120858736616,0.5954835536832419,0.3285721140637492,1.2212899392465462,-0.7450716463550009,-0.11471634952080896,0.8007281058135927,-0.7313649055990439,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
-0.5304454790381058,0.9311237990372985,-1.2383710664656686,0.987930827837384,-0.8118686627924385,-1.1441031505926984,-1.3496888651915235,-1.025611162103173,0.6211129423021426,-0.025812879021142748,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.7776784636082067,0.6178842030534688,-0.18395186017589252,0.44331012084796234,-1.3820890512205324,0.44362645765556213,-1.3288399955764707,1.6370044439068143,-0.546385620522285,-1.436916932176945,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
-0.24218108438200361,-0.6350741808818496,-0.5354249289391512,0.7796934986943698,-0.8118686627924385,-1.3061163759241534,-0.7033739071248958,-0.39499167646922867,-1.119772488654992,0.6797391475567583,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
-0.8535004040837376,-0.5567642818858922,0.5189942773506249,-1.0223603111970987,0.3285721140637492,1.059276713915091,0.4155154288829216,0.410799888507478,0.2964239928775975,-1.436916932176945,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0.5311627054195399,-0.7916939788737645,0.8704673461138835,-1.342725432955582,1.469012890919937,-0.23682908873654968,1.075729633359584,-0.6051981716805435,-0.03517323206661837,0.6797391475567583,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
-1.209357829210926,0.9311237990372985,-1.5898441352289272,-0.44570309203182873,-1.3820890512205324,1.2536925843128375,1.4093115472004236,-0.8154046668918582,0.807636381333264,-1.436916932176945,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
1.9287480119246425,-0.9483137768656793,-0.18395186017589252,0.41127360867211404,-0.8118686627924385,0.5084317477881439,0.4502635449080091,0.30569664090182064,-0.18024701797971301,-0.025812879021142748,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False
1.4983394502484624,-0.16521478690610522,-0.8868979977024098,1.684724967662085,0.8987925024918431,-1.1765057956589886,-1.6971700254423983,-0.35995726060067623,-0.539477345002614,-0.025812879021142748,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0.4357372506368301,-0.9483137768656793,-1.5898441352289272,0.49937401715569696,-0.8118686627924385,1.4157058096442927,-1.0717039369908234,-1.025611162103173,-0.6914594064353796,-1.436916932176945,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
0.3522399777019591,0.5395743040575114,-0.8868979977024098,-0.03723756178976255,1.469012890919937,1.5453163899094562,-1.3705377348065757,1.1465226217470799,-0.9746987027418974,-0.7313649055990439,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.3055212654645909,0.9311237990372985,0.16752120858736616,-1.7912366034174585,0.3285721140637492,0.8648608435173456,-0.45318747174426577,0.025421313953400904,-0.788175263710776,-0.025812879021142748,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
-0.5602659336577026,-0.08690488791014783,0.5189942773506249,-0.8301412381420087,-1.3820890512205324,-0.7228687647309149,0.026336529401941557,1.0414193741414224,-1.3822869584024966,0.6797391475567583,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.2210299773757332,1.1660534960251707,0.8704673461138835,1.5485697909147296,0.8987925024918431,-0.26923173380284,-1.5651271845470656,0.09549014569050583,-0.5118442429239292,0.6797391475567583,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
-0.9916685104878695,0.6178842030534688,-0.5354249289391512,-1.1104607196806815,-1.3820890512205324,0.1520026520589423,-0.508784457384406,1.2866602852212896,-1.5826269484729603,1.3852911741346594,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False
0.42679111425095106,-0.713384079877807,-0.8868979977024098,1.5405606628707675,0.8987925024918431,-0.6580634745983331,-1.0925528066058758,-0.9555423303660681,-1.0645062844976227,0.6797391475567583,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
0.7886126303020589,0.06971491008176699,-0.18395186017589252,-0.3255661713723975,-1.3820890512205324,1.674926970174621,0.5336590233682188,0.1305245615590583,0.8698108610103044,1.3852911741346594,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
-0.44993025156519456,0.6961941020494262,1.2219404148771422,1.0279764680571943,0.3285721140637492,0.1520026520589423,-0.10570631149339083,1.2516258693527371,-0.5809269981206409,-1.436916932176945,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
-0.6656315399802778,1.0094336980332559,0.16752120858736616,-1.4228167133952028,0.8987925024918431,-2.6022221785757935,0.005487659786888765,0.5859719678502403,0.6003881157431289,-1.436916932176945,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
-1.2789388899899852,0.6961941020494262,1.2219404148771422,0.09090848691363076,-0.2416482743643447,0.34641852245668886,-0.23079952918370608,-0.21981959712646634,0.7661867282152368,-1.436916932176945,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
1.3750815711541289,-0.6350741808818496,0.16752120858736616,-0.7900955979221983,-1.3820890512205324,-0.30163437886913147,1.6039009969409135,1.1465226217470799,0.3033322683972688,-0.7313649055990439,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.5871043428153396,1.5576029910049578,-1.2383710664656686,1.0680221082770047,-1.3820890512205324,-0.042413218338803106,-0.9744092121205782,-0.9205079144975157,1.6020880660954484,-0.7313649055990439,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.2720015390016001,0.9311237990372985,-0.18395186017589252,-0.9502781588014398,-0.8118686627924385,-0.33403702393542295,0.07498389183706375,0.9713505424043175,-1.6309848771106585,1.3852911741346594,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0.224012022837693,-1.5747929688333386,1.2219404148771422,1.4284328702552984,0.8987925024918431,0.8000555533847626,0.8394424443889886,0.5159031361131354,0.8421777589316198,0.6797391475567583,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.20611975006593494,-0.5567642818858922,0.8704673461138835,-1.7912366034174585,1.469012890919937,1.124082004047673,0.21397635593741374,-1.4109897366572501,1.6020880660954484,0.6797391475567583,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0.668336796669685,-1.4181731708414238,0.5189942773506249,-0.005201049613914223,-0.2416482743643447,0.28161323232410707,1.5135558952756862,-1.4810585683943551,1.2704908411512326,-1.436916932176945,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
-0.4509242667191809,-0.16521478690610522,-1.5898441352289272,-0.5978765248671083,0.3285721140637492,-0.30163437886913147,-0.4045401093091436,-0.2898884288635713,-1.1266807641746635,-0.025812879021142748,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False
-1.2063757837489664,-1.0266236758616367,-0.5354249289391512,-0.2695022750646629,-0.8118686627924385,-0.010010573272512776,-0.10570631149339083,0.16555897742761078,-0.5809269981206409,-0.7313649055990439,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
-1.3803284356966143,-0.32183458489802,0.5189942773506249,0.7396478584745594,-0.2416482743643447,0.054794716860070175,-1.412235474036681,0.5509375519816879,-1.1128642131353208,-0.7313649055990439,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
-0.6497272975164928,0.1480248090777244,0.5189942773506249,1.0680221082770047,0.8987925024918431,-0.7552714097972052,0.3946665592678688,-1.6562306477371174,0.3724150235939805,-1.436916932176945,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False
-1.0204949499534797,-1.4964830698373812,0.16752120858736616,-0.06126494592164879,-0.2416482743643447,0.5732370379207258,-0.717273153534931,-1.5861618160000124,0.7523701771758948,-0.7313649055990439,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
-0.3763731301701889,0.46126440506155403,0.8704673461138835,1.092049492408891,-1.3820890512205324,0.4760291027218525,-1.162049038656051,1.00638495827287,-0.6085601001993257,-1.436916932176945,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1.225979298056145,-0.32183458489802,0.16752120858736616,0.15498151126532742,-1.3820890512205324,1.512913744843166,0.17227861670730912,-0.6051981716805435,0.15825848248417418,1.3852911741346594,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
-0.44893623641120783,1.5576029910049578,1.5734134836404008,1.388387230035488,-0.8118686627924385,1.2536925843128375,0.13058087747720404,1.777142107381024,0.6763791464595118,0.6797391475567583,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
-0.44993025156519456,-1.653102867829296,-0.8868979977024098,-1.1825428720763402,0.8987925024918431,-0.6580634745983331,-1.453933213266786,-1.6562306477371174,-0.2493297731764247,-0.025812879021142748,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
-0.09009676582205986,-1.0266236758616367,-0.5354249289391512,0.0748902308257066,0.8987925024918431,0.8324581984510542,0.7073996034936567,0.5159031361131354,1.242857739072548,0.6797391475567583,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
-0.477762675876818,1.5576029910049578,-0.8868979977024098,1.1961681569803981,-0.2416482743643447,-0.9172846351286603,0.4502635449080091,-1.235817657314488,0.9596184427660298,0.6797391475567583,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
-0.14079153867537456,0.1480248090777244,-1.5898441352289272,1.3163050776398293,-0.8118686627924385,0.7028476181858905,-1.0578046905807883,-1.025611162103173,-1.4859110911975641,1.3852911741346594,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.46356967494845386,-0.24352468590206264,1.5734134836404008,1.0359855961011564,0.8987925024918431,-0.46364760420058654,-0.08485744187833852,1.391763532826947,0.4414977787906922,-0.7313649055990439,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
0.8055108879198305,-0.32183458489802,-0.18395186017589252,0.7396478584745594,1.469012890919937,-0.9820899252612433,0.7838454587488488,-0.009613101915151561,-0.8917993965058435,-0.025812879021142748,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0.9228046760902445,-0.008594988914190419,-1.5898441352289272,0.2591001758368345,1.469012890919937,0.28161323232410707,0.12363125427218644,-1.4460241525258026,0.22043296216121458,-0.7313649055990439,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1.9704966483920783,0.06971491008176699,-1.5898441352289272,1.4124146141673743,-1.3820890512205324,-2.5698195335095027,-0.3419935004639862,1.4968667804326043,1.5951797905757772,0.6797391475567583,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False
0.49140209926007766,-0.9483137768656793,-1.2383710664656686,-0.3335752994163596,-0.2416482743643447,-1.6949481167196454,-0.5991295590496333,0.48086872024458294,1.3326653208282728,-1.436916932176945,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
2.1464373306476996,0.852813900041341,-0.5354249289391512,1.084040364364929,0.3285721140637492,-0.13962115353767637,0.4016161824728864,-0.11471634952080896,-0.3115042528534654,0.6797391475567583,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
-0.8455482828518454,0.3829545060655966,0.16752120858736616,0.4753466330238107,-1.3820890512205324,0.0871973619263605,1.5483040113007738,-0.9905767462346206,-0.6983676819550507,-0.7313649055990439,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
2.004293163627621,-1.4181731708414238,0.8704673461138835,1.0520038521890807,-0.8118686627924385,-0.33403702393542295,0.6170545018284289,1.321694701089842,-0.8987076720255147,0.6797391475567583,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
-0.4519182818731676,-1.4181731708414238,-0.8868979977024098,1.380378101991526,0.8987925024918431,-1.5005322463218989,-1.4608828364718032,-0.6051981716805435,0.1306253804054896,-1.436916932176945,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.35450479678248475,-0.16521478690610522,-1.5898441352289272,-1.3827710731753924,-1.3820890512205324,-0.7876740548634967,-0.11960555790342602,-1.4460241525258026,-1.313204203205785,1.3852911741346594,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
-0.19347434183666198,-0.8700038778697219,-0.8868979977024098,-1.7752183473295344,0.3285721140637492,0.41122381258927065,1.3745634311753363,1.6019700280382618,0.19279986008253,-0.7313649055990439,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
-0.2918818420813316,-1.4964830698373812,-0.8868979977024098,0.5874744256392799,0.3285721140637492,0.5732370379207258,-1.391386604421628,-1.165748825577383,-1.7000676323073702,0.6797391475567583,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
